pool_shrink_threshold,frac_losers_threshold,accuracy,f1,TP,TN,FP,FN,TP_contracts,TN_contracts,FP_contracts,FN_contracts,Duration_group_sync_events,Duration_find_rug_tr,Duration_eoa_analysis,read_sql_query_time,get_dlt_sync_sql_query_time,shorten_sample_time
0.02,0.8,0.45,0.04347826086956522,1,35,0,44,['0xe9575d5afda819bf5e20e9a4d52e5cec076764a7'],"['0x9c5de3ad97b95a0da09fd0de84c347db450cd75c', '0xbe38a889d67467b665e30e20ee5604a6f5696e38', '0xdec87f2f3e7a936b08ebd7b2371ab12cc8b68340', '0x23d15edceb5b5b3a23347fa425846de80a2e8e5c', '0xa22a11d16187c2833b6067c1a666e6fa9317836f', '0xda3706c9a099077e6bc389d1baf918565212a54d', '0x24d9f6a1575a1eb774e6d7f4281a4b7af5111b75', '0x7b890092f81b337ed68fba266afc7b4c3710a55b', '0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f', '0xc6f348dd3b91a56d117ec0071c1e9b83c0996de4', '0x26aad2da94c59524ac0d93f6d6cbf9071d7086f2', '0xa70d458a4d9bc0e6571565faee18a48da5c0d593', '0xffa98a091331df4600f87c9164cd27e8a5cd2405', '0xc5be99a02c6857f9eac67bbce58df5572498f40c', '0x2a785850bf6455e00359fbae0da83e9a3a3ad44a', '0x59e7bee6374a3f6ecb33180ece978fd4f2b7cea2', '0xa12b7a78a31854d2e9ee8fbc92e262aaf4fcd4f1', '0xb5bd39fc0c57d902271ba6c5cd89c1510a37c0dd', '0x7fba40ba619f49768eadc7fbcbd749eebb905101', '0x69884da24f31960f694a8fa1f30aa8e0416fbd04', '0x5d149abac8c1b2c6eccda50ec5e74b70fecc24b7', '0xa2b04f8133fc25887a436812eae384e32a8a84f2', '0xe236416af855196acb1cd16712a2311ccc9c950d', '0x6fbf081e93b775c0270767fe821d9c951e593a9f', '0xe6936df3d937cfc2ccf5b84ddbfd5455b468bbb9', '0x50e3d53b4a22e94ee1ce5c3a852d94d145d5852e', '0xa1858c7238dc38b3b8e9d84cf44d394b0c7e22f5', '0xf37ed742819ec006b0802df5c2b0e9132f22c625', '0xbc159c4ff09a134ee7d47df92c1be4f3ca136f53', '0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d', '0x10cfa744c77f1cb9a77fa418ac4a1b6ec62bcce4', '0x2b6a25f7c54f43c71c743e627f5663232586c39f', '0x654def3e97c3f4218c3f49ace81687483c361b2b', '0x0c9c5daf1d7cd8b10e9fc5e7a10762f0a8d1c335', '0xcabebc0c5a9d6522640d81c22975ca31b8f8ff48']",[],"['0x39311c70d59866eb18eec2631e5eceddda20f528', '0x31825230ee1822bca7be4dc3e01a58ac3efb7539', '0x1ddd1e05f823e39e5e4bf07dc2b800842c7039cc', '0xc7abf65e7742ab594722864b53ea6ee7f152cccc', '0xffbe70f5224ec77421edb59cb095248b40d5346b', '0x5ad0b52264961893e5d9397ec1f22d456ce9f92d', '0x8f017eb62b85d24210f9b14dadb5dcec6164625f', '0x3c820c9d611c17fe423d80c3c1e142556cbbb2fb', '0xbb16e7d9bff2d929f19b2d5466881195f020a093', '0xc1f5a813d01b9d2ff30fb281a1a12e58b9b9a958', '0xc9e5e923df73caa96e6cba4cb9a16574610ccd06', '0x8386e3e719612f1baaa91ccec46593056594656b', '0x1a2fca4ebb7325cf42545aff08ba92c10fe53f9f', '0x7547c5f2a9f4aa33c4d6d6152483662e6c627961', '0x7422c49c99c8764a560a04e8ea4799e9be92a6d2', '0xfb8d6db914a636a4437e1056e1780ed3ae3aad5a', '0x79fe076bf3a9f94d8d5e15460f1e0fefda122fda', '0x1969729b2107b1d56053388d3744ef642589601c', '0x9c8618a8ecf9096b7025b34cf7c871a086f2bc08', '0x4d3d2bf1db8815e199aec9c10523443204770b64', '0xe0c1cd323655fdc532eff2e280c46823f14445d0', '0x3686faf4991200fffb5b832e02ae15a247c2f234', '0x90424def8cdcd769fe4cc0586e5e59cb0af374ec', '0x708da4bc0b6c1e3ca4b1f7ba8effb826ead8e18f', '0xa9027c6ef402a628d968e961fd137c6c233a68a1', '0x1b2c62c36daa42d9bbd51efb1841455e1bd6e5ed', '0x24717ce1c12f399e57fc3ae1420832eb6acb17a3', '0x8193b625ea60ab8e91094b30feea08857dabee8c', '0x2c105614a0e259f44822b7c3fb5e3ceb29c076af', '0xce84867c3c02b05dc570d0135103d3fb9cc19433', '0xc4da39e646e7f5d233b89ca0f7b75344e7ddb2cc', '0x6e07a1c50d4db0979a0a65bc8b13744a8a1501de', '0xc139d8450177c0b8c3788608518687b585f7ae5a', '0x61d8c3d7ad3c3c00c9e4b8da089e19e57da90b91', '0xddd5d0c02ada9b4c0a1a2b3762ae1200528b3167', '0xb56e8c046cfdd2e5ec7e0be0b1b3c46f58d1f3b6', '0x63499caacfd364c516075245a2950e830a910b90', '0xbb8a1873c709f3acea0200e98cf7b5536a65002e', '0x3bb433ee4f4045d793fb9163e309e6735a7c3df5', '0xe5bd741d9f3c861d8c2fd547ff6a19a0d510bd2e', '0xab664778d218436d508ebc25340ea187687225dc', '0x12b124234dc816ed81d0ecd53ca4838443c41a35', '0x8a78800b4229b0fa0492fda1553ec76e44a0c637', '0x3f0ffa6887e40dfda122a227ba0c910996787c37']",0 days 00:00:32.658723000,0 days 00:04:04.714412000,0 days 00:00:00.623090000,0 days 00:00:25.451154000,0 days 00:00:06.517945000,0 days 00:00:00.052239000
0.01,0.3,0.9,0.9024390243902439,37,35,0,8,"['0x39311c70d59866eb18eec2631e5eceddda20f528', '0x31825230ee1822bca7be4dc3e01a58ac3efb7539', '0xc7abf65e7742ab594722864b53ea6ee7f152cccc', '0x5ad0b52264961893e5d9397ec1f22d456ce9f92d', '0x3c820c9d611c17fe423d80c3c1e142556cbbb2fb', '0xbb16e7d9bff2d929f19b2d5466881195f020a093', '0xc1f5a813d01b9d2ff30fb281a1a12e58b9b9a958', '0xc9e5e923df73caa96e6cba4cb9a16574610ccd06', '0x8386e3e719612f1baaa91ccec46593056594656b', '0x1a2fca4ebb7325cf42545aff08ba92c10fe53f9f', '0x7547c5f2a9f4aa33c4d6d6152483662e6c627961', '0x7422c49c99c8764a560a04e8ea4799e9be92a6d2', '0x79fe076bf3a9f94d8d5e15460f1e0fefda122fda', '0x1969729b2107b1d56053388d3744ef642589601c', '0x9c8618a8ecf9096b7025b34cf7c871a086f2bc08', '0x4d3d2bf1db8815e199aec9c10523443204770b64', '0xe0c1cd323655fdc532eff2e280c46823f14445d0', '0x90424def8cdcd769fe4cc0586e5e59cb0af374ec', '0x708da4bc0b6c1e3ca4b1f7ba8effb826ead8e18f', '0xa9027c6ef402a628d968e961fd137c6c233a68a1', '0x1b2c62c36daa42d9bbd51efb1841455e1bd6e5ed', '0x8193b625ea60ab8e91094b30feea08857dabee8c', '0x2c105614a0e259f44822b7c3fb5e3ceb29c076af', '0xe9575d5afda819bf5e20e9a4d52e5cec076764a7', '0xce84867c3c02b05dc570d0135103d3fb9cc19433', '0xc4da39e646e7f5d233b89ca0f7b75344e7ddb2cc', '0x61d8c3d7ad3c3c00c9e4b8da089e19e57da90b91', '0xddd5d0c02ada9b4c0a1a2b3762ae1200528b3167', '0xb56e8c046cfdd2e5ec7e0be0b1b3c46f58d1f3b6', '0x63499caacfd364c516075245a2950e830a910b90', '0xbb8a1873c709f3acea0200e98cf7b5536a65002e', '0x3bb433ee4f4045d793fb9163e309e6735a7c3df5', '0xe5bd741d9f3c861d8c2fd547ff6a19a0d510bd2e', '0xab664778d218436d508ebc25340ea187687225dc', '0x12b124234dc816ed81d0ecd53ca4838443c41a35', '0x8a78800b4229b0fa0492fda1553ec76e44a0c637', '0x3f0ffa6887e40dfda122a227ba0c910996787c37']","['0x9c5de3ad97b95a0da09fd0de84c347db450cd75c', '0xbe38a889d67467b665e30e20ee5604a6f5696e38', '0xdec87f2f3e7a936b08ebd7b2371ab12cc8b68340', '0x23d15edceb5b5b3a23347fa425846de80a2e8e5c', '0xa22a11d16187c2833b6067c1a666e6fa9317836f', '0xda3706c9a099077e6bc389d1baf918565212a54d', '0x24d9f6a1575a1eb774e6d7f4281a4b7af5111b75', '0x7b890092f81b337ed68fba266afc7b4c3710a55b', '0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f', '0xc6f348dd3b91a56d117ec0071c1e9b83c0996de4', '0x26aad2da94c59524ac0d93f6d6cbf9071d7086f2', '0xa70d458a4d9bc0e6571565faee18a48da5c0d593', '0xffa98a091331df4600f87c9164cd27e8a5cd2405', '0xc5be99a02c6857f9eac67bbce58df5572498f40c', '0x2a785850bf6455e00359fbae0da83e9a3a3ad44a', '0x59e7bee6374a3f6ecb33180ece978fd4f2b7cea2', '0xa12b7a78a31854d2e9ee8fbc92e262aaf4fcd4f1', '0xb5bd39fc0c57d902271ba6c5cd89c1510a37c0dd', '0x7fba40ba619f49768eadc7fbcbd749eebb905101', '0x69884da24f31960f694a8fa1f30aa8e0416fbd04', '0x5d149abac8c1b2c6eccda50ec5e74b70fecc24b7', '0xa2b04f8133fc25887a436812eae384e32a8a84f2', '0xe236416af855196acb1cd16712a2311ccc9c950d', '0x6fbf081e93b775c0270767fe821d9c951e593a9f', '0xe6936df3d937cfc2ccf5b84ddbfd5455b468bbb9', '0x50e3d53b4a22e94ee1ce5c3a852d94d145d5852e', '0xa1858c7238dc38b3b8e9d84cf44d394b0c7e22f5', '0xf37ed742819ec006b0802df5c2b0e9132f22c625', '0xbc159c4ff09a134ee7d47df92c1be4f3ca136f53', '0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d', '0x10cfa744c77f1cb9a77fa418ac4a1b6ec62bcce4', '0x2b6a25f7c54f43c71c743e627f5663232586c39f', '0x654def3e97c3f4218c3f49ace81687483c361b2b', '0x0c9c5daf1d7cd8b10e9fc5e7a10762f0a8d1c335', '0xcabebc0c5a9d6522640d81c22975ca31b8f8ff48']",[],"['0x1ddd1e05f823e39e5e4bf07dc2b800842c7039cc', '0xffbe70f5224ec77421edb59cb095248b40d5346b', '0x8f017eb62b85d24210f9b14dadb5dcec6164625f', '0xfb8d6db914a636a4437e1056e1780ed3ae3aad5a', '0x3686faf4991200fffb5b832e02ae15a247c2f234', '0x24717ce1c12f399e57fc3ae1420832eb6acb17a3', '0x6e07a1c50d4db0979a0a65bc8b13744a8a1501de', '0xc139d8450177c0b8c3788608518687b585f7ae5a']",0 days 00:00:35.095295000,0 days 00:04:05.359927000,0 days 00:00:00.598841000,0 days 00:00:27.401707000,0 days 00:00:06.991446000,0 days 00:00:00.073090000
0.02,0.4,0.9375,0.9411764705882353,40,35,0,5,"['0x39311c70d59866eb18eec2631e5eceddda20f528', '0x31825230ee1822bca7be4dc3e01a58ac3efb7539', '0xc7abf65e7742ab594722864b53ea6ee7f152cccc', '0x5ad0b52264961893e5d9397ec1f22d456ce9f92d', '0x8f017eb62b85d24210f9b14dadb5dcec6164625f', '0x3c820c9d611c17fe423d80c3c1e142556cbbb2fb', '0xbb16e7d9bff2d929f19b2d5466881195f020a093', '0xc1f5a813d01b9d2ff30fb281a1a12e58b9b9a958', '0xc9e5e923df73caa96e6cba4cb9a16574610ccd06', '0x8386e3e719612f1baaa91ccec46593056594656b', '0x1a2fca4ebb7325cf42545aff08ba92c10fe53f9f', '0x7547c5f2a9f4aa33c4d6d6152483662e6c627961', '0x7422c49c99c8764a560a04e8ea4799e9be92a6d2', '0x79fe076bf3a9f94d8d5e15460f1e0fefda122fda', '0x1969729b2107b1d56053388d3744ef642589601c', '0x9c8618a8ecf9096b7025b34cf7c871a086f2bc08', '0x4d3d2bf1db8815e199aec9c10523443204770b64', '0xe0c1cd323655fdc532eff2e280c46823f14445d0', '0x90424def8cdcd769fe4cc0586e5e59cb0af374ec', '0x708da4bc0b6c1e3ca4b1f7ba8effb826ead8e18f', '0xa9027c6ef402a628d968e961fd137c6c233a68a1', '0x1b2c62c36daa42d9bbd51efb1841455e1bd6e5ed', '0x8193b625ea60ab8e91094b30feea08857dabee8c', '0x2c105614a0e259f44822b7c3fb5e3ceb29c076af', '0xe9575d5afda819bf5e20e9a4d52e5cec076764a7', '0xce84867c3c02b05dc570d0135103d3fb9cc19433', '0xc4da39e646e7f5d233b89ca0f7b75344e7ddb2cc', '0x6e07a1c50d4db0979a0a65bc8b13744a8a1501de', '0xc139d8450177c0b8c3788608518687b585f7ae5a', '0x61d8c3d7ad3c3c00c9e4b8da089e19e57da90b91', '0xddd5d0c02ada9b4c0a1a2b3762ae1200528b3167', '0xb56e8c046cfdd2e5ec7e0be0b1b3c46f58d1f3b6', '0x63499caacfd364c516075245a2950e830a910b90', '0xbb8a1873c709f3acea0200e98cf7b5536a65002e', '0x3bb433ee4f4045d793fb9163e309e6735a7c3df5', '0xe5bd741d9f3c861d8c2fd547ff6a19a0d510bd2e', '0xab664778d218436d508ebc25340ea187687225dc', '0x12b124234dc816ed81d0ecd53ca4838443c41a35', '0x8a78800b4229b0fa0492fda1553ec76e44a0c637', '0x3f0ffa6887e40dfda122a227ba0c910996787c37']","['0x9c5de3ad97b95a0da09fd0de84c347db450cd75c', '0xbe38a889d67467b665e30e20ee5604a6f5696e38', '0xdec87f2f3e7a936b08ebd7b2371ab12cc8b68340', '0x23d15edceb5b5b3a23347fa425846de80a2e8e5c', '0xa22a11d16187c2833b6067c1a666e6fa9317836f', '0xda3706c9a099077e6bc389d1baf918565212a54d', '0x24d9f6a1575a1eb774e6d7f4281a4b7af5111b75', '0x7b890092f81b337ed68fba266afc7b4c3710a55b', '0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f', '0xc6f348dd3b91a56d117ec0071c1e9b83c0996de4', '0x26aad2da94c59524ac0d93f6d6cbf9071d7086f2', '0xa70d458a4d9bc0e6571565faee18a48da5c0d593', '0xffa98a091331df4600f87c9164cd27e8a5cd2405', '0xc5be99a02c6857f9eac67bbce58df5572498f40c', '0x2a785850bf6455e00359fbae0da83e9a3a3ad44a', '0x59e7bee6374a3f6ecb33180ece978fd4f2b7cea2', '0xa12b7a78a31854d2e9ee8fbc92e262aaf4fcd4f1', '0xb5bd39fc0c57d902271ba6c5cd89c1510a37c0dd', '0x7fba40ba619f49768eadc7fbcbd749eebb905101', '0x69884da24f31960f694a8fa1f30aa8e0416fbd04', '0x5d149abac8c1b2c6eccda50ec5e74b70fecc24b7', '0xa2b04f8133fc25887a436812eae384e32a8a84f2', '0xe236416af855196acb1cd16712a2311ccc9c950d', '0x6fbf081e93b775c0270767fe821d9c951e593a9f', '0xe6936df3d937cfc2ccf5b84ddbfd5455b468bbb9', '0x50e3d53b4a22e94ee1ce5c3a852d94d145d5852e', '0xa1858c7238dc38b3b8e9d84cf44d394b0c7e22f5', '0xf37ed742819ec006b0802df5c2b0e9132f22c625', '0xbc159c4ff09a134ee7d47df92c1be4f3ca136f53', '0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d', '0x10cfa744c77f1cb9a77fa418ac4a1b6ec62bcce4', '0x2b6a25f7c54f43c71c743e627f5663232586c39f', '0x654def3e97c3f4218c3f49ace81687483c361b2b', '0x0c9c5daf1d7cd8b10e9fc5e7a10762f0a8d1c335', '0xcabebc0c5a9d6522640d81c22975ca31b8f8ff48']",[],"['0x1ddd1e05f823e39e5e4bf07dc2b800842c7039cc', '0xffbe70f5224ec77421edb59cb095248b40d5346b', '0xfb8d6db914a636a4437e1056e1780ed3ae3aad5a', '0x3686faf4991200fffb5b832e02ae15a247c2f234', '0x24717ce1c12f399e57fc3ae1420832eb6acb17a3']",0 days 00:00:37.252261000,0 days 00:04:05.089471000,0 days 00:00:00.694533000,0 days 00:00:29.484926000,0 days 00:00:07.121591000,0 days 00:00:00.032152000
0.01,0.7,0.5875,0.4210526315789474,12,35,0,33,"['0x79fe076bf3a9f94d8d5e15460f1e0fefda122fda', '0x1b2c62c36daa42d9bbd51efb1841455e1bd6e5ed', '0x2c105614a0e259f44822b7c3fb5e3ceb29c076af', '0xe9575d5afda819bf5e20e9a4d52e5cec076764a7', '0x61d8c3d7ad3c3c00c9e4b8da089e19e57da90b91', '0x63499caacfd364c516075245a2950e830a910b90', '0xbb8a1873c709f3acea0200e98cf7b5536a65002e', '0xe5bd741d9f3c861d8c2fd547ff6a19a0d510bd2e', '0xab664778d218436d508ebc25340ea187687225dc', '0x12b124234dc816ed81d0ecd53ca4838443c41a35', '0x8a78800b4229b0fa0492fda1553ec76e44a0c637', '0x3f0ffa6887e40dfda122a227ba0c910996787c37']","['0x9c5de3ad97b95a0da09fd0de84c347db450cd75c', '0xbe38a889d67467b665e30e20ee5604a6f5696e38', '0xdec87f2f3e7a936b08ebd7b2371ab12cc8b68340', '0x23d15edceb5b5b3a23347fa425846de80a2e8e5c', '0xa22a11d16187c2833b6067c1a666e6fa9317836f', '0xda3706c9a099077e6bc389d1baf918565212a54d', '0x24d9f6a1575a1eb774e6d7f4281a4b7af5111b75', '0x7b890092f81b337ed68fba266afc7b4c3710a55b', '0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f', '0xc6f348dd3b91a56d117ec0071c1e9b83c0996de4', '0x26aad2da94c59524ac0d93f6d6cbf9071d7086f2', '0xa70d458a4d9bc0e6571565faee18a48da5c0d593', '0xffa98a091331df4600f87c9164cd27e8a5cd2405', '0xc5be99a02c6857f9eac67bbce58df5572498f40c', '0x2a785850bf6455e00359fbae0da83e9a3a3ad44a', '0x59e7bee6374a3f6ecb33180ece978fd4f2b7cea2', '0xa12b7a78a31854d2e9ee8fbc92e262aaf4fcd4f1', '0xb5bd39fc0c57d902271ba6c5cd89c1510a37c0dd', '0x7fba40ba619f49768eadc7fbcbd749eebb905101', '0x69884da24f31960f694a8fa1f30aa8e0416fbd04', '0x5d149abac8c1b2c6eccda50ec5e74b70fecc24b7', '0xa2b04f8133fc25887a436812eae384e32a8a84f2', '0xe236416af855196acb1cd16712a2311ccc9c950d', '0x6fbf081e93b775c0270767fe821d9c951e593a9f', '0xe6936df3d937cfc2ccf5b84ddbfd5455b468bbb9', '0x50e3d53b4a22e94ee1ce5c3a852d94d145d5852e', '0xa1858c7238dc38b3b8e9d84cf44d394b0c7e22f5', '0xf37ed742819ec006b0802df5c2b0e9132f22c625', '0xbc159c4ff09a134ee7d47df92c1be4f3ca136f53', '0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d', '0x10cfa744c77f1cb9a77fa418ac4a1b6ec62bcce4', '0x2b6a25f7c54f43c71c743e627f5663232586c39f', '0x654def3e97c3f4218c3f49ace81687483c361b2b', '0x0c9c5daf1d7cd8b10e9fc5e7a10762f0a8d1c335', '0xcabebc0c5a9d6522640d81c22975ca31b8f8ff48']",[],"['0x39311c70d59866eb18eec2631e5eceddda20f528', '0x31825230ee1822bca7be4dc3e01a58ac3efb7539', '0x1ddd1e05f823e39e5e4bf07dc2b800842c7039cc', '0xc7abf65e7742ab594722864b53ea6ee7f152cccc', '0xffbe70f5224ec77421edb59cb095248b40d5346b', '0x5ad0b52264961893e5d9397ec1f22d456ce9f92d', '0x8f017eb62b85d24210f9b14dadb5dcec6164625f', '0x3c820c9d611c17fe423d80c3c1e142556cbbb2fb', '0xbb16e7d9bff2d929f19b2d5466881195f020a093', '0xc1f5a813d01b9d2ff30fb281a1a12e58b9b9a958', '0xc9e5e923df73caa96e6cba4cb9a16574610ccd06', '0x8386e3e719612f1baaa91ccec46593056594656b', '0x1a2fca4ebb7325cf42545aff08ba92c10fe53f9f', '0x7547c5f2a9f4aa33c4d6d6152483662e6c627961', '0x7422c49c99c8764a560a04e8ea4799e9be92a6d2', '0xfb8d6db914a636a4437e1056e1780ed3ae3aad5a', '0x1969729b2107b1d56053388d3744ef642589601c', '0x9c8618a8ecf9096b7025b34cf7c871a086f2bc08', '0x4d3d2bf1db8815e199aec9c10523443204770b64', '0xe0c1cd323655fdc532eff2e280c46823f14445d0', '0x3686faf4991200fffb5b832e02ae15a247c2f234', '0x90424def8cdcd769fe4cc0586e5e59cb0af374ec', '0x708da4bc0b6c1e3ca4b1f7ba8effb826ead8e18f', '0xa9027c6ef402a628d968e961fd137c6c233a68a1', '0x24717ce1c12f399e57fc3ae1420832eb6acb17a3', '0x8193b625ea60ab8e91094b30feea08857dabee8c', '0xce84867c3c02b05dc570d0135103d3fb9cc19433', '0xc4da39e646e7f5d233b89ca0f7b75344e7ddb2cc', '0x6e07a1c50d4db0979a0a65bc8b13744a8a1501de', '0xc139d8450177c0b8c3788608518687b585f7ae5a', '0xddd5d0c02ada9b4c0a1a2b3762ae1200528b3167', '0xb56e8c046cfdd2e5ec7e0be0b1b3c46f58d1f3b6', '0x3bb433ee4f4045d793fb9163e309e6735a7c3df5']",0 days 00:00:37.735999000,0 days 00:04:04.900969000,0 days 00:00:00.560736000,0 days 00:00:29.812644000,0 days 00:00:07.197218000,0 days 00:00:00.051321000
0.02,0.9,0.45,0.04347826086956522,1,35,0,44,['0xe9575d5afda819bf5e20e9a4d52e5cec076764a7'],"['0x9c5de3ad97b95a0da09fd0de84c347db450cd75c', '0xbe38a889d67467b665e30e20ee5604a6f5696e38', '0xdec87f2f3e7a936b08ebd7b2371ab12cc8b68340', '0x23d15edceb5b5b3a23347fa425846de80a2e8e5c', '0xa22a11d16187c2833b6067c1a666e6fa9317836f', '0xda3706c9a099077e6bc389d1baf918565212a54d', '0x24d9f6a1575a1eb774e6d7f4281a4b7af5111b75', '0x7b890092f81b337ed68fba266afc7b4c3710a55b', '0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f', '0xc6f348dd3b91a56d117ec0071c1e9b83c0996de4', '0x26aad2da94c59524ac0d93f6d6cbf9071d7086f2', '0xa70d458a4d9bc0e6571565faee18a48da5c0d593', '0xffa98a091331df4600f87c9164cd27e8a5cd2405', '0xc5be99a02c6857f9eac67bbce58df5572498f40c', '0x2a785850bf6455e00359fbae0da83e9a3a3ad44a', '0x59e7bee6374a3f6ecb33180ece978fd4f2b7cea2', '0xa12b7a78a31854d2e9ee8fbc92e262aaf4fcd4f1', '0xb5bd39fc0c57d902271ba6c5cd89c1510a37c0dd', '0x7fba40ba619f49768eadc7fbcbd749eebb905101', '0x69884da24f31960f694a8fa1f30aa8e0416fbd04', '0x5d149abac8c1b2c6eccda50ec5e74b70fecc24b7', '0xa2b04f8133fc25887a436812eae384e32a8a84f2', '0xe236416af855196acb1cd16712a2311ccc9c950d', '0x6fbf081e93b775c0270767fe821d9c951e593a9f', '0xe6936df3d937cfc2ccf5b84ddbfd5455b468bbb9', '0x50e3d53b4a22e94ee1ce5c3a852d94d145d5852e', '0xa1858c7238dc38b3b8e9d84cf44d394b0c7e22f5', '0xf37ed742819ec006b0802df5c2b0e9132f22c625', '0xbc159c4ff09a134ee7d47df92c1be4f3ca136f53', '0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d', '0x10cfa744c77f1cb9a77fa418ac4a1b6ec62bcce4', '0x2b6a25f7c54f43c71c743e627f5663232586c39f', '0x654def3e97c3f4218c3f49ace81687483c361b2b', '0x0c9c5daf1d7cd8b10e9fc5e7a10762f0a8d1c335', '0xcabebc0c5a9d6522640d81c22975ca31b8f8ff48']",[],"['0x39311c70d59866eb18eec2631e5eceddda20f528', '0x31825230ee1822bca7be4dc3e01a58ac3efb7539', '0x1ddd1e05f823e39e5e4bf07dc2b800842c7039cc', '0xc7abf65e7742ab594722864b53ea6ee7f152cccc', '0xffbe70f5224ec77421edb59cb095248b40d5346b', '0x5ad0b52264961893e5d9397ec1f22d456ce9f92d', '0x8f017eb62b85d24210f9b14dadb5dcec6164625f', '0x3c820c9d611c17fe423d80c3c1e142556cbbb2fb', '0xbb16e7d9bff2d929f19b2d5466881195f020a093', '0xc1f5a813d01b9d2ff30fb281a1a12e58b9b9a958', '0xc9e5e923df73caa96e6cba4cb9a16574610ccd06', '0x8386e3e719612f1baaa91ccec46593056594656b', '0x1a2fca4ebb7325cf42545aff08ba92c10fe53f9f', '0x7547c5f2a9f4aa33c4d6d6152483662e6c627961', '0x7422c49c99c8764a560a04e8ea4799e9be92a6d2', '0xfb8d6db914a636a4437e1056e1780ed3ae3aad5a', '0x79fe076bf3a9f94d8d5e15460f1e0fefda122fda', '0x1969729b2107b1d56053388d3744ef642589601c', '0x9c8618a8ecf9096b7025b34cf7c871a086f2bc08', '0x4d3d2bf1db8815e199aec9c10523443204770b64', '0xe0c1cd323655fdc532eff2e280c46823f14445d0', '0x3686faf4991200fffb5b832e02ae15a247c2f234', '0x90424def8cdcd769fe4cc0586e5e59cb0af374ec', '0x708da4bc0b6c1e3ca4b1f7ba8effb826ead8e18f', '0xa9027c6ef402a628d968e961fd137c6c233a68a1', '0x1b2c62c36daa42d9bbd51efb1841455e1bd6e5ed', '0x24717ce1c12f399e57fc3ae1420832eb6acb17a3', '0x8193b625ea60ab8e91094b30feea08857dabee8c', '0x2c105614a0e259f44822b7c3fb5e3ceb29c076af', '0xce84867c3c02b05dc570d0135103d3fb9cc19433', '0xc4da39e646e7f5d233b89ca0f7b75344e7ddb2cc', '0x6e07a1c50d4db0979a0a65bc8b13744a8a1501de', '0xc139d8450177c0b8c3788608518687b585f7ae5a', '0x61d8c3d7ad3c3c00c9e4b8da089e19e57da90b91', '0xddd5d0c02ada9b4c0a1a2b3762ae1200528b3167', '0xb56e8c046cfdd2e5ec7e0be0b1b3c46f58d1f3b6', '0x63499caacfd364c516075245a2950e830a910b90', '0xbb8a1873c709f3acea0200e98cf7b5536a65002e', '0x3bb433ee4f4045d793fb9163e309e6735a7c3df5', '0xe5bd741d9f3c861d8c2fd547ff6a19a0d510bd2e', '0xab664778d218436d508ebc25340ea187687225dc', '0x12b124234dc816ed81d0ecd53ca4838443c41a35', '0x8a78800b4229b0fa0492fda1553ec76e44a0c637', '0x3f0ffa6887e40dfda122a227ba0c910996787c37']",0 days 00:00:33.134834000,0 days 00:04:06.108040000,0 days 00:00:00.603780000,0 days 00:00:25.927807000,0 days 00:00:06.552539000,0 days 00:00:00.032022000
